Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Latitude,Longitude
2022-01-01,2022,1,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020353,0.029,10,27,0.35,0.6,17,,0.783333,1.3,17,,8.518182,18.5,17,17,37.9604,-122.356811
2022-01-01,2022,1,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020353,0.029,10,27,0.35,0.6,17,,0.75,1.8,15,1,8.518182,18.5,17,17,37.9604,-122.356811
2022-01-01,2022,1,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020353,0.029,10,27,0.329412,0.4,19,5,0.783333,1.3,17,,8.518182,18.5,17,17,37.9604,-122.356811
2022-01-01,2022,1,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020353,0.029,10,27,0.329412,0.4,19,5,0.75,1.8,15,1,8.518182,18.5,17,17,37.9604,-122.356811
2022-01-02,2022,1,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.013294,0.023,8,21,0.395652,0.6,21,,1.042857,1.7,17,,10.1,20.8,22,19,37.9604,-122.356811
2022-01-02,2022,1,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.013294,0.023,8,21,0.395652,0.6,21,,1.026087,2.2,15,3,10.1,20.8,22,19,37.9604,-122.356811
2022-01-02,2022,1,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.013294,0.023,8,21,0.370833,0.5,0,6,1.042857,1.7,17,,10.1,20.8,22,19,37.9604,-122.356811
2022-01-02,2022,1,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.013294,0.023,8,21,0.370833,0.5,0,6,1.026087,2.2,15,3,10.1,20.8,22,19,37.9604,-122.356811
2022-01-03,2022,1,3,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.028588,0.03,11,28,0.313636,0.6,0,,0.9,1.1,8,,11.931818,25.8,1,24,37.9604,-122.356811
2022-01-03,2022,1,3,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.028588,0.03,11,28,0.313636,0.6,0,,0.959091,1.2,0,1,11.931818,25.8,1,24,37.9604,-122.356811
2022-01-03,2022,1,3,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.028588,0.03,11,28,0.391667,0.6,0,7,0.9,1.1,8,,11.931818,25.8,1,24,37.9604,-122.356811
2022-01-03,2022,1,3,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.028588,0.03,11,28,0.391667,0.6,0,7,0.959091,1.2,0,1,11.931818,25.8,1,24,37.9604,-122.356811
2022-01-04,2022,1,4,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024941,0.031,10,29,0.317391,0.5,8,,0.885714,1.0,5,,12.091304,21.9,8,20,37.9604,-122.356811
2022-01-04,2022,1,4,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024941,0.031,10,29,0.317391,0.5,8,,0.9,1.2,3,1,12.091304,21.9,8,20,37.9604,-122.356811
2022-01-04,2022,1,4,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024941,0.031,10,29,0.3,0.4,12,5,0.885714,1.0,5,,12.091304,21.9,8,20,37.9604,-122.356811
2022-01-04,2022,1,4,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024941,0.031,10,29,0.3,0.4,12,5,0.9,1.2,3,1,12.091304,21.9,8,20,37.9604,-122.356811
2022-01-05,2022,1,5,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017294,0.026,7,24,0.290909,0.5,17,,0.883333,1.0,11,,13.854545,25.0,18,24,37.9604,-122.356811
2022-01-05,2022,1,5,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017294,0.026,7,24,0.290909,0.5,17,,0.922727,1.1,4,1,13.854545,25.0,18,24,37.9604,-122.356811
2022-01-05,2022,1,5,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017294,0.026,7,24,0.316667,0.4,20,5,0.883333,1.0,11,,13.854545,25.0,18,24,37.9604,-122.356811
2022-01-05,2022,1,5,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017294,0.026,7,24,0.316667,0.4,20,5,0.922727,1.1,4,1,13.854545,25.0,18,24,37.9604,-122.356811
2022-01-06,2022,1,6,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017059,0.02,23,19,0.278261,0.4,7,,0.885714,1.1,8,,9.026087,15.6,21,14,37.9604,-122.356811
2022-01-06,2022,1,6,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017059,0.02,23,19,0.278261,0.4,7,,0.904348,1.2,7,1,9.026087,15.6,21,14,37.9604,-122.356811
2022-01-06,2022,1,6,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017059,0.02,23,19,0.2875,0.3,0,3,0.885714,1.1,8,,9.026087,15.6,21,14,37.9604,-122.356811
2022-01-06,2022,1,6,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017059,0.02,23,19,0.2875,0.3,0,3,0.904348,1.2,7,1,9.026087,15.6,21,14,37.9604,-122.356811
2022-01-07,2022,1,7,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.021882,0.034,13,31,0.308696,0.6,21,,0.6,0.8,17,,10.391304,20.8,22,19,37.9604,-122.356811
2022-01-07,2022,1,7,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.021882,0.034,13,31,0.308696,0.6,21,,0.647826,1.1,15,1,10.391304,20.8,22,19,37.9604,-122.356811
2022-01-07,2022,1,7,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.021882,0.034,13,31,0.2875,0.4,21,5,0.6,0.8,17,,10.391304,20.8,22,19,37.9604,-122.356811
2022-01-07,2022,1,7,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.021882,0.034,13,31,0.2875,0.4,21,5,0.647826,1.1,15,1,10.391304,20.8,22,19,37.9604,-122.356811
2022-01-08,2022,1,8,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014294,0.025,10,23,0.326087,0.6,22,,0.714286,1.1,5,,9.652174,18.1,21,17,37.9604,-122.356811
2022-01-08,2022,1,8,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014294,0.025,10,23,0.326087,0.6,22,,0.713043,1.7,3,1,9.652174,18.1,21,17,37.9604,-122.356811
2022-01-08,2022,1,8,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014294,0.025,10,23,0.333333,0.5,23,6,0.714286,1.1,5,,9.652174,18.1,21,17,37.9604,-122.356811
2022-01-08,2022,1,8,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014294,0.025,10,23,0.333333,0.5,23,6,0.713043,1.7,3,1,9.652174,18.1,21,17,37.9604,-122.356811
2022-01-09,2022,1,9,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020824,0.026,10,24,0.272727,0.6,0,,0.55,0.7,14,,6.6,15.3,0,14,37.9604,-122.356811
2022-01-09,2022,1,9,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020824,0.026,10,24,0.272727,0.6,0,,0.618182,1.0,4,1,6.6,15.3,0,14,37.9604,-122.356811
2022-01-09,2022,1,9,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020824,0.026,10,24,0.308333,0.5,0,6,0.55,0.7,14,,6.6,15.3,0,14,37.9604,-122.356811
2022-01-09,2022,1,9,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020824,0.026,10,24,0.308333,0.5,0,6,0.618182,1.0,4,1,6.6,15.3,0,14,37.9604,-122.356811
2022-01-10,2022,1,10,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,9,27,0.282609,0.4,4,,0.671429,1.0,17,,9.478261,21.0,4,20,37.9604,-122.356811
2022-01-10,2022,1,10,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,9,27,0.282609,0.4,4,,0.686957,1.1,16,1,9.478261,21.0,4,20,37.9604,-122.356811
2022-01-10,2022,1,10,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,9,27,0.270833,0.3,0,3,0.671429,1.0,17,,9.478261,21.0,4,20,37.9604,-122.356811
2022-01-10,2022,1,10,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,9,27,0.270833,0.3,0,3,0.686957,1.1,16,1,9.478261,21.0,4,20,37.9604,-122.356811
2022-01-11,2022,1,11,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.012647,0.017,9,16,0.395652,0.8,7,,1.157143,2.1,17,,14.378261,24.5,17,23,37.9604,-122.356811
2022-01-11,2022,1,11,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.012647,0.017,9,16,0.395652,0.8,7,,1.130435,2.7,17,3,14.378261,24.5,17,23,37.9604,-122.356811
2022-01-11,2022,1,11,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.012647,0.017,9,16,0.383333,0.5,8,6,1.157143,2.1,17,,14.378261,24.5,17,23,37.9604,-122.356811
2022-01-11,2022,1,11,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.012647,0.017,9,16,0.383333,0.5,8,6,1.130435,2.7,17,3,14.378261,24.5,17,23,37.9604,-122.356811
2022-01-12,2022,1,12,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,10,27,0.356522,0.5,19,,1.071429,1.5,11,,12.7,22.2,21,21,37.9604,-122.356811
2022-01-12,2022,1,12,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,10,27,0.356522,0.5,19,,1.069565,1.9,10,1,12.7,22.2,21,21,37.9604,-122.356811
2022-01-12,2022,1,12,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,10,27,0.35,0.4,0,5,1.071429,1.5,11,,12.7,22.2,21,21,37.9604,-122.356811
2022-01-12,2022,1,12,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.018765,0.029,10,27,0.35,0.4,0,5,1.069565,1.9,10,1,12.7,22.2,21,21,37.9604,-122.356811
2022-01-13,2022,1,13,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.009294,0.017,9,16,0.55,0.9,6,,0.866667,1.0,11,,17.272727,31.5,17,29,37.9604,-122.356811
2022-01-13,2022,1,13,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.009294,0.017,9,16,0.55,0.9,6,,0.836364,1.7,14,1,17.272727,31.5,17,29,37.9604,-122.356811
2022-01-13,2022,1,13,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.009294,0.017,9,16,0.516667,0.7,22,8,0.866667,1.0,11,,17.272727,31.5,17,29,37.9604,-122.356811
2022-01-13,2022,1,13,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.009294,0.017,9,16,0.516667,0.7,22,8,0.836364,1.7,14,1,17.272727,31.5,17,29,37.9604,-122.356811
2022-01-14,2022,1,14,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015235,0.024,23,22,0.4,0.8,8,,1.214286,1.5,5,,15.669565,32.6,17,30,37.9604,-122.356811
2022-01-14,2022,1,14,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015235,0.024,23,22,0.4,0.8,8,,1.182609,2.6,3,3,15.669565,32.6,17,30,37.9604,-122.356811
2022-01-14,2022,1,14,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015235,0.024,23,22,0.445833,0.7,0,8,1.214286,1.5,5,,15.669565,32.6,17,30,37.9604,-122.356811
2022-01-14,2022,1,14,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015235,0.024,23,22,0.445833,0.7,0,8,1.182609,2.6,3,3,15.669565,32.6,17,30,37.9604,-122.356811
2022-01-15,2022,1,15,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017647,0.031,9,29,0.3,0.6,18,,0.833333,1.1,20,,9.263636,22.9,19,21,37.9604,-122.356811
2022-01-15,2022,1,15,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017647,0.031,9,29,0.3,0.6,18,,0.904545,1.3,0,1,9.263636,22.9,19,21,37.9604,-122.356811
2022-01-15,2022,1,15,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017647,0.031,9,29,0.3125,0.5,0,6,0.833333,1.1,20,,9.263636,22.9,19,21,37.9604,-122.356811
2022-01-15,2022,1,15,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.017647,0.031,9,29,0.3125,0.5,0,6,0.904545,1.3,0,1,9.263636,22.9,19,21,37.9604,-122.356811
2022-01-16,2022,1,16,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.023706,0.032,11,30,0.365217,0.5,20,,1.085714,1.5,17,,10.617391,20.3,20,19,37.9604,-122.356811
2022-01-16,2022,1,16,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.023706,0.032,11,30,0.365217,0.5,20,,1.069565,1.8,15,1,10.617391,20.3,20,19,37.9604,-122.356811
2022-01-16,2022,1,16,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.023706,0.032,11,30,0.366667,0.4,0,5,1.085714,1.5,17,,10.617391,20.3,20,19,37.9604,-122.356811
2022-01-16,2022,1,16,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.023706,0.032,11,30,0.366667,0.4,0,5,1.069565,1.8,15,1,10.617391,20.3,20,19,37.9604,-122.356811
2022-01-17,2022,1,17,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011294,0.023,10,21,0.368182,0.9,19,,1.083333,1.4,11,,14.486364,28.0,19,26,37.9604,-122.356811
2022-01-17,2022,1,17,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011294,0.023,10,21,0.368182,0.9,19,,1.054545,1.7,9,1,14.486364,28.0,19,26,37.9604,-122.356811
2022-01-17,2022,1,17,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011294,0.023,10,21,0.345833,0.5,22,6,1.083333,1.4,11,,14.486364,28.0,19,26,37.9604,-122.356811
2022-01-17,2022,1,17,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011294,0.023,10,21,0.345833,0.5,22,6,1.054545,1.7,9,1,14.486364,28.0,19,26,37.9604,-122.356811
2022-01-18,2022,1,18,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015059,0.023,10,21,0.378261,0.7,22,,1.014286,1.5,5,,13.169565,23.0,23,22,37.9604,-122.356811
2022-01-18,2022,1,18,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015059,0.023,10,21,0.378261,0.7,22,,1.034783,2.7,3,3,13.169565,23.0,23,22,37.9604,-122.356811
2022-01-18,2022,1,18,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015059,0.023,10,21,0.391667,0.6,1,7,1.014286,1.5,5,,13.169565,23.0,23,22,37.9604,-122.356811
2022-01-18,2022,1,18,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.015059,0.023,10,21,0.391667,0.6,1,7,1.034783,2.7,3,3,13.169565,23.0,23,22,37.9604,-122.356811
2022-01-19,2022,1,19,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011588,0.017,11,16,0.331818,0.5,22,,0.933333,1.2,11,,11.081818,17.4,23,16,37.9604,-122.356811
2022-01-19,2022,1,19,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011588,0.017,11,16,0.331818,0.5,22,,0.977273,2.0,14,3,11.081818,17.4,23,16,37.9604,-122.356811
2022-01-19,2022,1,19,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011588,0.017,11,16,0.341667,0.5,3,6,0.933333,1.2,11,,11.081818,17.4,23,16,37.9604,-122.356811
2022-01-19,2022,1,19,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.011588,0.017,11,16,0.341667,0.5,3,6,0.977273,2.0,14,3,11.081818,17.4,23,16,37.9604,-122.356811
2022-01-20,2022,1,20,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.010588,0.015,10,14,0.391304,0.6,19,,1.157143,1.9,5,,15.447826,28.3,18,26,37.9604,-122.356811
2022-01-20,2022,1,20,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.010588,0.015,10,14,0.391304,0.6,19,,1.130435,3.4,3,4,15.447826,28.3,18,26,37.9604,-122.356811
2022-01-20,2022,1,20,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.010588,0.015,10,14,0.395833,0.5,23,6,1.157143,1.9,5,,15.447826,28.3,18,26,37.9604,-122.356811
2022-01-20,2022,1,20,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.010588,0.015,10,14,0.395833,0.5,23,6,1.130435,3.4,3,4,15.447826,28.3,18,26,37.9604,-122.356811
2022-01-21,2022,1,21,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.037235,0.039,9,36,0.3,0.7,7,,0.871429,1.7,23,,7.986957,19.4,0,18,37.9604,-122.356811
2022-01-21,2022,1,21,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.037235,0.039,9,36,0.3,0.7,7,,0.891304,2.1,23,3,7.986957,19.4,0,18,37.9604,-122.356811
2022-01-21,2022,1,21,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.037235,0.039,9,36,0.358333,0.5,0,6,0.871429,1.7,23,,7.986957,19.4,0,18,37.9604,-122.356811
2022-01-21,2022,1,21,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.037235,0.039,9,36,0.358333,0.5,0,6,0.891304,2.1,23,3,7.986957,19.4,0,18,37.9604,-122.356811
2022-01-22,2022,1,22,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026059,0.04,9,37,0.256522,0.7,19,,1.1,1.3,20,,8.073913,30.5,19,28,37.9604,-122.356811
2022-01-22,2022,1,22,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026059,0.04,9,37,0.256522,0.7,19,,1.086957,1.5,23,1,8.073913,30.5,19,28,37.9604,-122.356811
2022-01-22,2022,1,22,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026059,0.04,9,37,0.220833,0.4,20,5,1.1,1.3,20,,8.073913,30.5,19,28,37.9604,-122.356811
2022-01-22,2022,1,22,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026059,0.04,9,37,0.220833,0.4,20,5,1.086957,1.5,23,1,8.073913,30.5,19,28,37.9604,-122.356811
2022-01-23,2022,1,23,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.033286,0.036,10,33,0.368182,0.7,18,,1.05,1.5,17,,10.75,28.5,18,26,37.9604,-122.356811
2022-01-23,2022,1,23,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.033286,0.036,10,33,0.368182,0.7,18,,1.127273,2.6,0,3,10.75,28.5,18,26,37.9604,-122.356811
2022-01-23,2022,1,23,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.033286,0.036,10,33,0.370833,0.4,0,5,1.05,1.5,17,,10.75,28.5,18,26,37.9604,-122.356811
2022-01-23,2022,1,23,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.033286,0.036,10,33,0.370833,0.4,0,5,1.127273,2.6,0,3,10.75,28.5,18,26,37.9604,-122.356811
2022-01-26,2022,1,26,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.025529,0.037,11,34,0.417391,1.0,7,,1.228571,1.9,5,,11.326087,20.6,22,19,37.9604,-122.356811
2022-01-26,2022,1,26,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.025529,0.037,11,34,0.417391,1.0,7,,1.2,3.6,3,4,11.326087,20.6,22,19,37.9604,-122.356811
2022-01-26,2022,1,26,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.025529,0.037,11,34,0.4125,0.5,7,6,1.228571,1.9,5,,11.326087,20.6,22,19,37.9604,-122.356811
2022-01-26,2022,1,26,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.025529,0.037,11,34,0.4125,0.5,7,6,1.2,3.6,3,4,11.326087,20.6,22,19,37.9604,-122.356811
2022-01-27,2022,1,27,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.022,0.031,12,29,0.404545,0.9,7,,1.1,1.5,14,,15.081818,24.4,7,23,37.9604,-122.356811
2022-01-27,2022,1,27,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.022,0.031,12,29,0.404545,0.9,7,,1.059091,2.1,13,3,15.081818,24.4,7,23,37.9604,-122.356811
2022-01-27,2022,1,27,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.022,0.031,12,29,0.420833,0.6,8,7,1.1,1.5,14,,15.081818,24.4,7,23,37.9604,-122.356811
2022-01-27,2022,1,27,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.022,0.031,12,29,0.420833,0.6,8,7,1.059091,2.1,13,3,15.081818,24.4,7,23,37.9604,-122.356811
2022-01-28,2022,1,28,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026824,0.04,9,37,0.391304,0.7,22,,1.128571,1.6,17,,13.230435,30.5,22,28,37.9604,-122.356811
2022-01-28,2022,1,28,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026824,0.04,9,37,0.391304,0.7,22,,1.13913,2.1,14,3,13.230435,30.5,22,28,37.9604,-122.356811
2022-01-28,2022,1,28,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026824,0.04,9,37,0.3875,0.5,22,6,1.128571,1.6,17,,13.230435,30.5,22,28,37.9604,-122.356811
2022-01-28,2022,1,28,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.026824,0.04,9,37,0.3875,0.5,22,6,1.13913,2.1,14,3,13.230435,30.5,22,28,37.9604,-122.356811
2022-01-29,2022,1,29,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020941,0.031,9,29,0.436364,0.8,18,,1.233333,2.0,17,,15.522727,33.8,18,31,37.9604,-122.356811
2022-01-29,2022,1,29,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020941,0.031,9,29,0.436364,0.8,18,,1.177273,2.5,16,3,15.522727,33.8,18,31,37.9604,-122.356811
2022-01-29,2022,1,29,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020941,0.031,9,29,0.445833,0.6,3,7,1.233333,2.0,17,,15.522727,33.8,18,31,37.9604,-122.356811
2022-01-29,2022,1,29,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.020941,0.031,9,29,0.445833,0.6,3,7,1.177273,2.5,16,3,15.522727,33.8,18,31,37.9604,-122.356811
2022-01-30,2022,1,30,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024235,0.031,10,29,0.373913,0.6,1,,1.171429,2.1,14,,12.308696,27.9,1,25,37.9604,-122.356811
2022-01-30,2022,1,30,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024235,0.031,10,29,0.373913,0.6,1,,1.169565,2.5,15,3,12.308696,27.9,1,25,37.9604,-122.356811
2022-01-30,2022,1,30,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024235,0.031,10,29,0.408333,0.6,1,7,1.171429,2.1,14,,12.308696,27.9,1,25,37.9604,-122.356811
2022-01-30,2022,1,30,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.024235,0.031,10,29,0.408333,0.6,1,7,1.169565,2.5,15,3,12.308696,27.9,1,25,37.9604,-122.356811
2022-01-31,2022,1,31,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014941,0.025,9,23,0.454545,0.7,18,,0.783333,1.1,17,,14.359091,26.5,18,25,37.9604,-122.356811
2022-01-31,2022,1,31,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014941,0.025,9,23,0.454545,0.7,18,,0.781818,1.6,16,1,14.359091,26.5,18,25,37.9604,-122.356811
2022-01-31,2022,1,31,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014941,0.025,9,23,0.4375,0.6,22,7,0.783333,1.1,17,,14.359091,26.5,18,25,37.9604,-122.356811
2022-01-31,2022,1,31,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.014941,0.025,9,23,0.4375,0.6,22,7,0.781818,1.6,16,1,14.359091,26.5,18,25,37.9604,-122.356811
2022-02-01,2022,2,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.038471,0.043,12,40,0.243478,0.4,0,,0.928571,2.0,5,,5.3,15.8,6,14,37.9604,-122.356811
2022-02-01,2022,2,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.038471,0.043,12,40,0.243478,0.4,0,,0.934783,3.0,3,4,5.3,15.8,6,14,37.9604,-122.356811
2022-02-01,2022,2,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.038471,0.043,12,40,0.3125,0.6,0,7,0.928571,2.0,5,,5.3,15.8,6,14,37.9604,-122.356811
2022-02-01,2022,2,1,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.038471,0.043,12,40,0.3125,0.6,0,7,0.934783,3.0,3,4,5.3,15.8,6,14,37.9604,-122.356811
2022-02-02,2022,2,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.030529,0.042,9,39,0.245455,0.4,19,,0.683333,1.0,23,,6.240909,19.6,22,18,37.9604,-122.356811
2022-02-02,2022,2,2,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,0.030529,0.042,9,39,0.245455,0.4,19,,0.718182,1.1,23,1,6.240909,19.6,22,18,37.9604,-122.356811
